1-5 years,"Female population, 1-5 years old","Only extreme rainfall affected female population, 1-5 years old","Only extreme heat affected female population, 1-5 years old","Only drought affected female population, 1-5 years old","Only strong hurricanes affected female population, 1-5 years old","Extreme rainfall & heat affected female population, 1-5 years old","Extreme rainfall & drought affected female population, 1-5 years old","Extreme rainfall & hurricanes affected female population, 1-5 years old","Extreme heat & drought affected female population, 1-5 years old","Extreme heat & hurricanes affected female population, 1-5 years old","Drought & strong hurricanes affected female population, 1-5 years old","Extreme rainfall, heat, & drought affected female population, 1-5 years old","Extreme rainfall, heat, & hurricanes affected female population, 1-5 years old","Extreme rainfall, drought, & hurricanes affected female population, 1-5 years old","Extreme heat, drought, & hurricanes affected female population, 1-5 years old","Extreme rainfall, heat, drought, & hurricanes affected female population, 1-5 years old","% Only extreme rainfall affected female population, 1-5 years old","% Only extreme heat affected female population, 1-5 years old","% Only drought affected female population, 1-5 years old","% Only strong hurricanes affected female population, 1-5 years old","% Extreme rainfall & heat affected female population, 1-5 years old","% Extreme rainfall & drought affected female population, 1-5 years old","% Extreme rainfall & hurricanes affected female population, 1-5 years old","% Extreme heat & drought affected female population, 1-5 years old","% Extreme heat & hurricanes affected female population, 1-5 years old","% Drought & strong hurricanes affected female population, 1-5 years old","% Extreme rainfall, heat, & drought affected female population, 1-5 years old","% Extreme rainfall, heat, & hurricanes affected female population, 1-5 years old","% Extreme rainfall, drought, & hurricanes affected female population, 1-5 years old","% Extreme heat, drought, & hurricanes affected female population, 1-5 years old","% Extreme rainfall, heat, drought, & hurricanes affected female population, 1-5 years old","Extreme climate affected female population, 1-5 years old","% Extreme climate affected female population, 1-5 years old","Extreme rainfall affected female population, 1-5 years old","% Extreme rainfall affected female population, 1-5 years old","Extreme heat affected female population, 1-5 years old","% Extreme heat affected female population, 1-5 years old","Drought affected female population, 1-5 years old","% Drought affected female population, 1-5 years old","Strong hurricanes affected female population, 1-5 years old","% Strong hurricanes affected female population, 1-5 years old"
51,2837.038,0.0,0.0,2837.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837.038,100.0,0.0,0.0,0.0,0.0,2837.038,100.0,0.0,0.0
52,2228.965,0.0,0.0,2062.9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.55171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.9453,92.55171,0.0,0.0,0.0,0.0,2062.9453,92.55171,0.0,0.0
53,569.0449,0.0,0.0,569.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0449,100.0,0.0,0.0,0.0,0.0,569.0449,100.0,0.0,0.0
54,2308.548,0.0,0.0,2308.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.548,100.0,0.0,0.0,0.0,0.0,2308.548,100.0,0.0,0.0
55,1176.2798,0.0,0.0,1176.2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.2798,100.0,0.0,0.0,0.0,0.0,1176.2798,100.0,0.0,0.0
56,4471.5635,0.0,0.0,4169.4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.24293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169.4165,93.24293,0.0,0.0,0.0,0.0,4169.4165,93.24293,0.0,0.0
57,2475.2288,0.0,0.0,2475.2288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.2288,100.0,0.0,0.0,0.0,0.0,2475.2288,100.0,0.0,0.0
58,4928.0684,0.0,0.0,4928.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4928.0684,100.0,0.0,0.0,0.0,0.0,4928.0684,100.0,0.0,0.0
59,1805.9796,0.0,0.0,1805.9796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.9796,100.00001,0.0,0.0,0.0,0.0,1805.9796,100.00001,0.0,0.0
60,918.89734,0.0,0.0,325.5176,593.37976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.42481,64.575195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.89734,100.0,0.0,0.0,0.0,0.0,325.5176,35.42481,593.37976,64.575195
61,5858.5664,0.0,0.0,5858.5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5858.5664,100.0,0.0,0.0,0.0,0.0,5858.5664,100.0,0.0,0.0
62,813.0215,0.0,0.0,813.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0215,100.0,0.0,0.0,0.0,0.0,813.0215,100.0,0.0,0.0
63,2344.7861,0.0,0.0,2344.7861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.7861,100.0,0.0,0.0,0.0,0.0,2344.7861,100.0,0.0,0.0
64,558.0947,0.0,0.0,558.0947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0947,100.0,0.0,0.0,0.0,0.0,558.0947,100.0,0.0,0.0
65,21076.807,0.0,0.0,20623.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20623.404,97.84881,0.0,0.0,0.0,0.0,20623.404,97.84881,0.0,0.0
66,727.69525,0.0,0.0,723.77814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.46171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.77814,99.46171,0.0,0.0,0.0,0.0,723.77814,99.46171,0.0,0.0
67,966.2143,0.0,0.0,949.79254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.30041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.79254,98.30041,0.0,0.0,0.0,0.0,949.79254,98.30041,0.0,0.0
68,1531.2396,0.0,0.0,1531.2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.2396,100.00001,0.0,0.0,0.0,0.0,1531.2396,100.00001,0.0,0.0
69,2023.1487,0.0,0.0,492.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.7917,24.35766,0.0,0.0,0.0,0.0,492.7917,24.35766,0.0,0.0
70,1066.7441,0.0,0.0,1065.8291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.914215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.8291,99.914215,0.0,0.0,0.0,0.0,1065.8291,99.914215,0.0,0.0
71,528.6842,0.0,0.0,528.6842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.6842,100.0,0.0,0.0,0.0,0.0,528.6842,100.0,0.0,0.0
72,5938.243,0.0,0.0,5938.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5938.243,100.0,0.0,0.0,0.0,0.0,5938.243,100.0,0.0,0.0
73,940.4931,0.0,0.0,940.4931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.4931,100.0,0.0,0.0,0.0,0.0,940.4931,100.0,0.0,0.0
74,6427.1177,0.0,0.0,6427.1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.1177,100.0,0.0,0.0,0.0,0.0,6427.1177,100.0,0.0,0.0
75,3842.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76411.72,0.0,177.63972,9299.567,0.0,0.0,0.0,0.0,66.978355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23247707,12.170342,0.0,0.0,0.0,0.0,0.08765456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9544.186,12.490474,0.0,0.0,244.61807,0.3201316,9366.546,12.257997,0.0,0.0
77,1716.2709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,11789.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2623.8523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,
84,255.5486,0.0,0.0,1.2096078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47333768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2096078,0.47333768,0.0,0.0,0.0,0.0,1.2096078,0.47333768,0.0,0.0
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,
86,107920.83,0.0,43359.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.17702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43359.375,40.17702,0.0,0.0,43359.375,40.17702,0.0,0.0,0.0,0.0
87,189170.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,58783.223,0.0,58783.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58783.223,100.00001,0.0,0.0,58783.223,100.00001,0.0,0.0,0.0,0.0
89,49589.703,0.0,47233.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47233.125,95.24785,0.0,0.0,47233.125,95.24785,0.0,0.0,0.0,0.0
90,95267.11,0.0,84995.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.21818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84995.58,89.21818,0.0,0.0,84995.58,89.21818,0.0,0.0,0.0,0.0
91,392014.06,0.0,392014.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392014.06,100.00001,0.0,0.0,392014.06,100.00001,0.0,0.0,0.0,0.0
92,434880.1,0.0,433826.34,0.0,181.04152,871.8765,0.0,0.0,0.0,0.0,0.83388495,0.0,0.0,0.0,0.0,0.0,0.0,99.7577,0.0,0.041630216,0.20048666,0.0,0.0,0.0,0.0,0.00019175054,0.0,0.0,0.0,0.0,0.0,434880.1,100.0,871.8765,0.20048666,434698.22,99.958176,0.83388495,0.00019175054,181.8754,0.041821964
93,188733.9,0.0,188733.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188733.9,100.0,0.0,0.0,188733.9,100.0,0.0,0.0,0.0,0.0
94,88301.37,0.0,88301.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88301.37,100.0,0.0,0.0,88301.37,100.0,0.0,0.0,0.0,0.0
95,394861.66,0.0,394479.7,0.0,0.0,381.94403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90327,0.0,0.0,0.09672857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394861.62,99.99999,381.94403,0.09672857,394861.62,99.99999,0.0,0.0,0.0,0.0
96,16628.53,6619.374,0.0,0.0,0.0,44.65834,0.0,0.0,0.0,0.0,0.0,166.82973,0.0,0.0,0.0,0.0,39.80733,0.0,0.0,0.0,0.26856458,0.0,0.0,0.0,0.0,0.0,1.0032741,0.0,0.0,0.0,0.0,6830.862,41.07917,6830.862,41.07917,211.48807,1.2718387,166.82973,1.0032741,0.0,0.0
97,6605.1313,2.6536634,0.0,0.0,0.0,134.04712,0.0,0.0,0.0,0.0,0.0,6468.43,0.0,0.0,0.0,0.0,0.040175784,0.0,0.0,0.0,2.0294392,0.0,0.0,0.0,0.0,0.0,97.930374,0.0,0.0,0.0,0.0,6605.131,99.99999,6605.131,99.99999,6602.4775,99.95982,6468.43,97.930374,0.0,0.0
98,5694.6006,3124.5073,0.0,0.0,0.0,12.302406,1445.5894,0.0,0.0,0.0,0.0,1112.2013,0.0,0.0,0.0,0.0,54.86789,0.0,0.0,0.0,0.21603633,25.385263,0.0,0.0,0.0,0.0,19.530806,0.0,0.0,0.0,0.0,5694.6,99.99999,5694.6006,100.0,1124.5037,19.74684,2557.7905,44.916065,0.0,0.0
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,
100,98.98804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,4555.36,0.0,0.0,0.0,0.0,0.0,178.09491,0.0,0.0,0.0,0.0,4377.2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9095683,0.0,0.0,0.0,0.0,96.09042,0.0,0.0,0.0,0.0,4555.3594,99.99999,4555.3594,99.99999,4377.2646,96.09042,4555.3594,99.99999,0.0,0.0
102,45564.38,0.0,0.0,45564.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45564.38,100.0,0.0,0.0,0.0,0.0,45564.38,100.0,0.0,0.0
103,8813.266,0.0,0.0,8813.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8813.266,100.0,0.0,0.0,0.0,0.0,8813.266,100.0,0.0,0.0
104,40479.355,0.0,3908.7336,15371.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6561165,37.97336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19280.104,47.629475,0.0,0.0,3908.7336,9.6561165,15371.37,37.97336,0.0,0.0
105,16279.05,0.0,0.0,16279.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16279.05,100.0,0.0,0.0,0.0,0.0,16279.05,100.0,0.0,0.0
106,11057.078,0.0,0.0,11057.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11057.078,99.99999,0.0,0.0,0.0,0.0,11057.078,99.99999,0.0,0.0
107,28241.666,0.0,0.0,23920.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.69792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23920.105,84.69792,0.0,0.0,0.0,0.0,23920.105,84.69792,0.0,0.0
108,29265.846,0.0,0.0,29265.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29265.846,100.0,0.0,0.0,0.0,0.0,29265.846,100.0,0.0,0.0
109,6896.1978,0.0,0.0,6896.1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6896.1978,100.0,0.0,0.0,0.0,0.0,6896.1978,100.0,0.0,0.0
110,16618.898,0.0,0.0,16618.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16618.898,100.0,0.0,0.0,0.0,0.0,16618.898,100.0,0.0,0.0
111,12208.415,11191.855,0.0,0.0,0.0,882.2251,0.0,0.0,0.0,0.0,0.0,134.33432,0.0,0.0,0.0,0.0,91.67329,0.0,0.0,0.0,7.2263684,0.0,0.0,0.0,0.0,0.0,1.100342,0.0,0.0,0.0,0.0,12208.414,99.99999,12208.414,99.99999,1016.55945,8.326711,134.33432,1.100342,0.0,0.0
112,11585.079,301.8601,0.0,566.46625,0.0,0.0,1659.6733,0.0,0.0,0.0,0.0,9057.079,0.0,0.0,0.0,0.0,2.605594,0.0,4.8896194,0.0,0.0,14.325955,0.0,0.0,0.0,0.0,78.17883,0.0,0.0,0.0,0.0,11585.079,100.0,11018.612,95.110374,9057.079,78.17883,11283.219,97.3944,0.0,0.0
113,15929.503,1767.6849,0.0,10814.879,0.0,0.0,181.33113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.096925,0.0,67.89213,0.0,0.0,1.1383351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12763.895,80.12739,1949.0161,12.23526,0.0,0.0,10996.21,69.030464,0.0,0.0
114,32219.488,1800.8811,0.0,859.9197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5894156,0.0,2.6689427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.8008,8.258358,1800.8811,5.5894156,0.0,0.0,859.9197,2.6689427,0.0,0.0
115,7045.586,0.0,0.0,7045.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7045.586,100.00001,0.0,0.0,0.0,0.0,7045.586,100.00001,0.0,0.0
116,17069.799,0.0,0.0,7467.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.74962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7467.972,43.74962,0.0,0.0,0.0,0.0,7467.972,43.74962,0.0,0.0
117,19958.404,0.0,0.0,3757.3904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.826105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.3904,18.826105,0.0,0.0,0.0,0.0,3757.3904,18.826105,0.0,0.0
118,22520.56,0.0,0.0,22254.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.818146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22254.4,98.818146,0.0,0.0,0.0,0.0,22254.4,98.818146,0.0,0.0
119,23770.172,0.0,0.0,20507.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.275024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20507.72,86.275024,0.0,0.0,0.0,0.0,20507.72,86.275024,0.0,0.0
120,19771.996,0.0,0.0,7148.9844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7148.9844,36.15712,0.0,0.0,0.0,0.0,7148.9844,36.15712,0.0,0.0
121,1322.1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,11251.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,5762.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,23620.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2192.6943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,7195.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,6533.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,34241.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
